CSD_code,HOMO_Energy,LUMO_Energy,Polarizability
YOHPUG,-0.17223,-0.06066,318.397324
WUPKUP,-0.22903,-0.10979,172.306572
XEGPOO,-0.20715,-0.06317,164.178852
OHEBEI,-0.18227,-0.05788,305.108475
TOXBOX,-0.17023,-0.06321,421.796502
SACZUT,-0.16832,-0.07988,582.627802
QALJAO,-0.18925,-0.05201,432.828874
NIVYAT,-0.19392,-0.07191,390.863342
HAWDIS,-0.16409,-0.06223,361.8633
PIQREP,-0.19841,-0.09616,349.23236
DEHJEG,-0.20225,-0.02693,464.215219
QAQTUX,-0.20693,-0.09904,355.828529
ICEGUS,-0.14136,-0.05402,255.07345
DIHVIA,-0.20428,-0.05488,327.661382
ICEKEG,-0.22277,-0.08622,472.652266
BEQNES,-0.18563,-0.07999,460.159714
HOPTEL,-0.18658,-0.07186,252.304125
WOFYIZ,-0.18583,-0.05563,316.409921
DIXDAQ,-0.23309,-0.11446,327.390312
LUZDEP,-0.18913,-0.04631,304.811211
GILPEX,-0.20861,-0.08295,419.683868
ISAQOI,-0.18838,-0.07695,409.643463
TATBIC,-0.17787,-0.06609,611.071852
MIJLIB,-0.18409,-0.0113,235.643356
PIYLIS,-0.22574,-0.06949,234.453044
VAMVAG,-0.22131,-0.0542,205.664387
YUPVEK,-0.16264,-0.07428,292.310183
USEGOP,-0.22392,-0.11864,264.941488
ERIBUC,-0.18778,-0.06181,436.852608
WEGVIO,-0.2029,-0.10614,473.577994
VIQGIN,-0.19774,-0.04962,477.463177
XURRAD,-0.19817,-0.05055,573.039315
VOHXUN,-0.1983,-0.06543,420.403611
HEWKOK,-0.1689,-0.03403,611.978561
QAQBUF,-0.19635,-0.07957,345.93031
SISHEJ,-0.20759,-0.09905,337.233472
CUFQAV,-0.19545,-0.09117,439.930777
YIZLIC,-0.2258,-0.10818,190.210179
UHEJIA,-0.20159,-0.07591,397.764052
GAWQAW,-0.19281,-0.0717,185.159054
CUSREN,-0.18379,-0.0823,365.770527
NAPCAI,-0.16708,-0.08902,393.081359
VASJOP,-0.22256,-0.09764,338.204069
PIJNED,-0.18313,-0.04219,319.07118
ZIWDAK,-0.17664,-0.05991,613.101299
FEKNOZ,-0.16637,-0.07951,620.10791
FENZON,-0.13259,-0.09492,250.722596
YOJXUR,-0.22003,-0.03364,355.410551
GASVED,-0.22494,-0.12064,354.597664
TAVKAD,-0.32991,-0.21915,300.21519
NUWFAM,-0.21652,-0.09948,385.956686
BATDAC,-0.22179,-0.09221,395.242488
NOCZAJ,-0.15697,-0.05383,579.375758
CAFNON,-0.18373,-0.07814,410.543356
XEDPAZ,-0.19785,-0.08298,431.236473
SUSVAF,-0.1696,-0.04958,376.921774
WOGWEU,-0.22438,-0.07881,321.147876
ILUBIA,-0.20197,-0.07167,366.729441
SADVEZ,-0.16635,-0.07151,381.237529
SAWHUW,-0.21285,-0.10559,300.392274
BIHDOM,-0.18437,-0.05801,582.810902
RITBOL,-0.20258,-0.08487,717.697353
CEPYAX,-0.1614,-0.06555,396.529544
SADMAO,-0.16972,-0.07488,430.580842
EHENOW,-0.17622,-0.06496,337.460899
SACZED,-0.20017,-0.09519,578.87101
DIQRUQ,-0.17331,-0.05059,365.048928
NAWRUY,-0.24968,-0.13583,140.56145
JAYLOK,-0.17581,-0.04824,280.130291
MALKIV,-0.16102,-0.06788,549.311475
FOJHIW,-0.17886,-0.0816,359.217753
QIXNIU,-0.1629,-0.06444,334.971207
RECJUG,-0.21921,-0.10052,420.527406
COXFOK,-0.20602,-0.0405,207.260603
OXEPUE,-0.23628,-0.155,352.6884
GOBLIU,-0.1868,-0.05915,446.528
SUSVEJ,-0.16623,-0.06576,342.966193
IDABAR,-0.19612,-0.0859,280.786128
KANWOO,-0.19757,-0.07437,290.818053
OVILEL,-0.19276,-0.06156,374.781767
MEVHOK,-0.19478,-0.10052,407.245838
KALTOI,-0.14481,-0.02186,419.562844
LODXEK,-0.16812,-0.01858,417.676292
ZEHXIT,-0.18928,-0.082,302.830815
XOJQAO,-0.21333,-0.09538,282.914253
WAMTUB,-0.199,-0.06594,401.484169
XOPBOT,-0.19674,-0.08818,420.549326
IHEJUB,-0.2016,-0.08149,440.32667
IDAMUX,-0.19392,-0.08982,467.282687
DUSPOY,-0.17741,-0.05951,269.315341
IGOBOV,-0.18008,-0.06059,450.669938
PEWFIG,-0.2136,-0.07993,332.172387
ATUSAK,-0.17639,-0.06547,384.368872
SAGVUS,-0.20769,-0.08045,252.956363
WIFVEO,-0.34934,-0.12376,337.237644
ROCLIG,-0.15511,-0.05523,488.897249
MANLAQ,-0.18919,-0.07344,285.754757
IXUGUD,-0.21818,-0.09943,523.340293
VUMPAU,-0.22308,-0.08714,290.548277
QOCTEI,-0.21973,-0.0996,264.693706
FURDAY,-0.16179,-0.06457,368.538475
ENUGAX,-0.15988,-0.0907,562.395335
DOQSIL,-0.21404,-0.07224,268.036957
FAGKUT,-0.18816,-0.02049,245.649427
EXEBIT,-0.14437,-0.06352,518.96629
HUVCUW,-0.20151,-0.09539,260.56271
OZUCAO,-0.1006,0.06145,356.160587
DAGMUW,-0.17273,-0.04855,479.447732
FOYYOJ,-0.22257,-0.09614,515.346164
NUKNIR,-0.16913,-0.03204,460.21556
LUTVAX,-0.21676,-0.08094,351.209141
KACGUS,-0.22111,-0.06544,211.529216
RAZFAZ,-0.20677,-0.03534,259.802131
YATGEG,-0.19746,-0.07554,272.629924
XATTUH,-0.19957,-0.0843,488.948313
BIJLUC,-0.19475,-0.06449,363.863871
ULOFIK,-0.21859,-0.07678,347.456837
GEZQIO,-0.16565,-0.06789,390.528532
JIRDEU,-0.21512,-0.09743,320.794547
IHEJIP,-0.21543,-0.10875,437.989498
VUMMAS,-0.17867,-0.07288,357.839433
LULBUP,-0.18645,-0.10257,311.772067
DUSPEO,-0.17947,-0.06701,271.444554
EKIHOV,-0.17395,-0.0315,287.015421
VAPFUN,-0.18604,-0.04259,295.021704
PAGDUZ,-0.31588,-0.14215,203.636016
BEJQUE,-0.19361,-0.09451,451.644664
YADBEL,-0.18565,-0.07687,296.72385
PARHUA,-0.24317,-0.12438,210.540668
OPUCUZ,-0.19118,-0.07015,529.279609
GUZMIZ,-0.18841,-0.05242,356.910277
KOKKUQ,-0.22953,-0.12023,332.104694
CUFXEH,-0.15423,-0.0728,501.861075
AQOMUP,-0.1992,-0.04102,276.37291
IXABUF,-0.17785,-0.0775,777.243393
RIQMUC,-0.18094,-0.07842,492.301546
RUMXON,-0.18975,-0.06564,198.587637
LUHMIM,-0.2173,-0.11722,475.529188
DAVQUM,-0.21359,-0.07761,184.656674
ETATIC,-0.17856,-0.0693,424.038059
YIJTIV,-0.16486,-0.06897,636.915487
NISDOJ,-0.15844,-0.06163,635.095156
BIWYAJ,-0.23863,-0.08683,342.372383
DUNNOR,-0.19222,-0.07488,392.904042
QUMWEA,-0.18306,-0.04321,317.447573
MAZMIK,-0.17725,-0.06913,418.30771
PADQUG,-0.18425,-0.07316,265.171875
AKOPIA,-0.15774,-0.04663,479.565344
GAGTOY,-0.19678,-0.08188,741.561762
HMPEZR,-0.12906,-0.02447,444.619015
OBILAM,-0.22997,-0.09117,246.828692
EPUNOT,-0.17186,-0.09682,538.259328
UCUCIE,-0.19863,-0.03866,335.231566
WIWMAR,-0.2037,-0.11279,553.949214
OCOYEM,-0.21271,-0.0909,263.022514
SIPTUG,-0.18634,-0.06252,406.351287
AYUBON,-0.16507,-0.02969,473.137486
PAPXOU,-0.23148,-0.12123,366.357697
WATSOB,-0.17979,-0.0416,436.068077
PALTIG,-0.16428,-0.08184,542.454347
FOVFED,-0.19794,-0.0763,328.285794
HITJAV,-0.20645,-0.08334,215.742623
OZINAO,-0.21518,-0.09017,344.631412
YUPCER,-0.20668,-0.10707,224.149851
QEMSOR,-0.25567,-0.09995,478.363651
SOWKAR,-0.17993,-0.05156,366.658933
BIDBAS,-0.20491,-0.06383,268.526996
JIPVUZ,-0.20403,-0.10345,405.313046
DOXRUD,-0.20678,-0.11297,530.610811
JUXRUP,-0.04254,0.05399,225.650517
YUVLUW,-0.15661,-0.02862,488.790903
IYUDOV,-0.18879,-0.0957,354.017762
PEFTUS,-0.22329,-0.12684,354.348617
BIHBUQ,-0.18323,-0.05918,352.201635
LANJAL,-0.15523,-0.0722,204.127976
WUZHOQ,-0.21666,-0.09524,305.977593
TEBFEL,-0.25427,-0.11214,128.386302
XOLXOM,-0.18211,-0.06576,383.264652
XEYBOS,-0.15611,-0.07433,460.766035
AFECIZ,-0.18694,-0.07308,580.97883
NIRFEZ,-0.18923,-0.05792,670.405216
WAGGUH,-0.17925,-0.04373,472.625847
XIXXEJ,-0.18958,-0.05432,427.534657
NAZDEX,-0.19959,-0.08066,328.492614
SEJGEU,-0.20118,-0.08193,269.941538
HOBYAY,-0.21339,-0.06938,215.763459
BOLYAD,-0.18544,-0.07986,408.826213
CETLIX,-0.1861,-0.06451,257.526464
UFOZAS,-0.18132,-0.05508,369.024418
ERUPUD,-0.17164,-0.02962,481.881819
HOVJUZ,-0.18491,-0.03578,457.708726
UGIFEV,-0.21622,-0.1092,190.3304
KISHUS,-0.1946,-0.10479,823.418519
GOHRAZ,-0.24541,-0.07963,393.43269
EROFOG,-0.18992,-0.0363,353.317505
SAYCOL,-0.19945,-0.08246,341.654745
PORWID,-0.22395,-0.11388,427.529534
YAGNEZ,-0.22555,-0.03243,239.586775
PODTEJ,-0.19683,-0.08634,497.413566
VUVCOF,-0.20851,-0.09675,241.811609
UNIQEN,-0.16479,-0.056,377.26572
KOXWUP,-0.20786,-0.0971,187.181565
XEDLOI,-0.19712,-0.11367,456.676475
APOVOS,-0.18092,-0.06402,423.96688
MOWGAG,-0.16492,-0.05582,310.194404
LOSREQ,-0.1714,-0.08128,407.976863
DEBREI,-0.19963,-0.06945,244.202785
KUBXEK,-0.20528,-0.06965,355.611031
MOLPIN,-0.20655,-0.09898,340.337852
QAQFEW,-0.14716,-0.09882,396.0949
HOLLOL,-0.17948,-0.07785,391.274892
NEKKAP,-0.17523,-0.05974,404.676255
GIZRAK,-0.18331,-0.06196,351.010161
QIFHAQ,-0.21119,-0.0771,489.255679
FUMNEH,-0.16992,-0.06865,443.797411
DEDGEZ,-0.17297,-0.04,432.050194
VAWSAN,-0.21096,-0.10789,223.585581
PADQOA,-0.18198,-0.07422,259.222843
NOTCAA,-0.20481,-0.08359,268.991741
CESPEX,-0.18199,-0.03687,423.620335
YOPJOC,-0.21157,-0.05359,220.472509
CEQWAY,-0.21087,-0.10016,427.505693
WIFVOY,-0.23726,-0.07198,335.79018
NEHRUN,-0.19538,-0.02853,204.654897
UROTEB,-0.21098,-0.05573,462.316104
OHUPEO,-0.16696,-0.03111,226.012038
SAMSAA,-0.2032,-0.06312,321.70874
BAZNIB,-0.16158,-0.0908,350.187767
ABIQOR,-0.165,-0.05487,399.850182
WOHMUC,-0.2077,-0.09433,220.394453
TESGAB,-0.1899,-0.04972,426.931284
GACMED,-0.29177,-0.17808,475.62676
EFEVAO,-0.17169,-0.06319,504.419204
WOKKEN,-0.17676,-0.07867,566.4477
OQARII,-0.23605,-0.11172,267.281529
XOXPAB,-0.21504,-0.07712,199.088762
GAVLUN,-0.21785,-0.08301,398.722486
PADFAC,-0.18096,-0.06538,453.443842
LADKOQ,-0.18999,-0.06944,575.50927
QAFFAG,-0.19808,-0.06728,550.2793
GIWDIZ,-0.19583,-0.09891,314.519813
WAKGOG,-0.2247,-0.1224,436.179398
QIGYUC,-0.18182,-0.11889,539.552632
JEGSUK,-0.18518,-0.03633,305.556602
QAHROI,-0.18439,-0.07445,345.107539
JIZROA,-0.14551,-0.07057,451.860311
VARPOT,-0.19222,-0.07206,388.151436
YUJLAS,-0.25281,-0.11036,197.725268
QOMROB,-0.19868,-0.07653,441.854824
OCUTUB,-0.16953,-0.04485,281.962918
ABEROQ,-0.20455,-0.08878,541.471248
CIPDOV,-0.18614,-0.06485,245.172929
JATHUK,-0.17547,-0.04108,529.056077
QAHYAZ,-0.15105,-0.04118,326.492219
KOJXIQ,-0.22827,-0.11959,281.596094
ZOPJAS,-0.19687,-0.07449,323.455778
LEFCUU,-0.23384,-0.10601,181.141517
FICKIM,-0.23145,-0.11789,252.408923
WAXNEO,-0.19686,-0.05885,697.362925
SIMDAW,-0.17225,-0.0627,498.768351
LEDCOM,-0.322,-0.22249,268.966699
MIZVOG,-0.16893,-0.06498,505.423148
WORBEM,-0.21723,-0.09823,384.756582
DAGNAD,-0.17945,-0.04311,438.858381
ETOMIL,-0.2055,-0.0674,349.769587
XINRUK,-0.19107,-0.07711,301.507567
LUJFUR,-0.18821,-0.06457,445.256886
ABUTOH,-0.13054,-0.04665,231.716715
DIXGUN,-0.20582,-0.12464,570.643963
QAGSAS,-0.21983,-0.10156,156.197271
TISHIP,-0.19569,-0.03145,550.319866
VIKXIX,-0.14337,-0.06346,330.639402
PEVVOE,-0.19852,-0.11574,503.393294
YEKKAB,-0.18419,-0.04314,497.885084
JASYOS,-0.16728,-0.09889,606.434092
COQLAW,-0.18468,-0.05577,518.446771
ZEPMEM,-0.20678,-0.04085,259.587497
EHEPOY,-0.20934,-0.09944,232.928685
WAVSEU,-0.168,-0.08136,551.243301
RIQTOB,-0.29839,-0.19084,340.412729
JAPVUS,-0.24843,-0.09542,344.577853
LIRYAM,-0.18963,-0.0781,500.488017
PETGAY,-0.15015,-0.07997,543.34921
IBUWOR,-0.17465,-0.03087,335.604459
VURGOF,-0.17676,-0.08384,482.324215
FEYNIG,-0.21735,-0.08963,405.015033
MIKWEJ,-0.17501,-0.02143,298.827641
FETSOO,-0.1947,-0.06105,276.517481
BIQQAV,-0.17449,-0.05274,416.976081
WOHNAJ,-0.22171,-0.07355,220.095896
JOHQUU,-0.18774,-0.08387,384.821478
VAVFED,-0.21935,-0.07538,318.221056
PAYPEL,-0.20692,-0.02911,252.900424
JEJDAD,-0.21085,-0.11191,238.623426
GIGJIQ,-0.25336,-0.11485,167.735796
CIXSUZ,-0.18284,-0.08583,374.793934
JEFJUZ,-0.15631,-0.08756,325.126795
YAQPEM,-0.16633,-0.06321,579.295775
AWUTIV,-0.20008,-0.08573,445.243911
YOZDAS,-0.22076,-0.08411,240.058252
NEFMOA,-0.21727,-0.09916,458.029092
RIZNET,-0.2476,-0.11756,161.828977
BIMYIG,-0.14298,-0.05269,379.869906
BIQQEZ,-0.1694,-0.06419,392.691211
OBARAK,-0.17816,-0.08384,389.595158
WIFWEP,-0.209,-0.08216,425.530821
UWUBOF,-0.14499,-0.02836,383.080317
REFCOU,-0.19344,-0.06458,528.691498
EQOKOL,-0.18144,-0.04488,343.313712
XEVZUV,-0.18769,-0.05591,437.998126
CEQBEF,-0.19091,-0.08332,416.08599
OJUHOR,-0.33182,-0.19764,333.053524
GOGKUI,-0.19651,-0.05535,346.354518
SOBDUI,-0.1814,-0.08581,436.090142
NICDUY,-0.22411,-0.10826,248.350575
BUJNUQ,-0.20824,-0.10184,731.600917
YUTGUR,-0.17421,-0.04277,610.458824
KUQQAP,-0.23402,-0.11211,299.930406
PFPBTI,-0.19518,-0.10343,334.121759
IGOFIV,-0.22513,-0.09973,317.954698
FASPUL,-0.23269,-0.05677,570.28348
VEFFIW,-0.15234,-0.05786,407.333332
VOVNOJ,-0.13687,-0.09622,479.577219
RESCUN,-0.224,-0.10567,322.423169
PIWNEP,-0.18978,-0.06912,251.718798
ZACKUJ,-0.21993,-0.09381,324.631627
RERNIL,-0.16928,-0.05536,486.53954
AJODAG,-0.22395,-0.08297,306.26723
JAYHAS,-0.21052,-0.04596,168.585666
JALWEZ,-0.16814,-0.06886,297.0494
VOCFUR,-0.18096,-0.06316,359.437566
WIBTAD,-0.18128,-0.05594,374.623945
COXHEC,-0.19617,-0.05308,191.183286
ZOVRAD,-0.18156,-0.0711,464.890734
KIVROY,-0.19466,-0.05641,441.353162
KUVWII,-0.19418,-0.05232,358.732255
WUGRUM,-0.21182,-0.09987,409.160675
EBUGAK,-0.19414,-0.04664,258.306124
NOYGUD,-0.19437,-0.17284,351.459791
BOXJUU,-0.19249,-0.07758,451.657163
QUMXAX,-0.17966,-0.06721,477.086814
TOKGAE,-0.18373,-0.07279,553.858652
MOFMAW,-0.20286,-0.05863,471.690351
XEYVII,-0.18899,-0.05789,277.666122
KEGZAY,-0.20092,-0.0666,265.749914
GIKKER,-0.21492,-0.10844,473.848237
ZIZWAG,-0.23673,-0.0301,221.220679
XOVDUH,-0.23174,-0.03796,268.296521
GACJID,-0.18994,-0.05998,290.310436
FEQJUH,-0.2067,-0.07579,382.400852
BAWNAQ,-0.14036,-0.04748,518.891947
TAFRUO,-0.21593,-0.09695,255.676146
BABBOY,-0.19321,-0.05313,397.948963
NORQAM,-0.2233,-0.07898,289.91814
BUCZAA,-0.23,-0.09175,216.999853
ZOZHEB,-0.25824,-0.06207,187.80159
ECEXOC,-0.194,-0.07524,416.073036
XAGFET,-0.22121,-0.11331,199.188502
YOXTAG,-0.16088,-0.06364,456.272398
JOJFEU,-0.2388,-0.13451,403.113277
KUJMUX,-0.15928,-0.05258,212.251531
ESOROT,-0.16777,-0.0486,302.754287
UJEHUM,-0.29085,-0.20331,649.919486
PUHBID,-0.21234,-0.03247,244.705927
NUWWUX,-0.30747,-0.17554,543.437601
CAKBAS,-0.20843,-0.06645,299.793501
BOJSOK,-0.18428,-0.08614,471.780766
OTOQEU,-0.19427,-0.094,537.590705
REYDEF,-0.18345,-0.05815,297.085872
YIZJIA,-0.18983,-0.08644,289.16675
SUBYUJ,-0.19343,-0.10256,360.224127
BORYUE,-0.30535,-0.18805,477.749618
DOBXUO,-0.16332,-0.05748,394.682782
UPOJEP,-0.19704,-0.0694,602.180514
GITPEH,-0.18248,-0.04425,455.617359
JOFCIQ,-0.14183,-0.06101,282.985961
FEKMUE,-0.16251,-0.05704,521.123457
DEVFAM,-0.23127,-0.09609,362.740688
EPICUC,-0.20341,-0.1105,240.964378
WOJHAF,-0.227,-0.11774,334.059203
ZIXGUI,-0.18684,-0.05993,517.839284
QUBHUS,-0.14317,-0.05122,385.271366
YIFBOE,-0.19381,-0.07451,404.510576
UHEJUM,-0.21035,-0.07993,364.610533
PETXOB,-0.16634,-0.06291,526.911707
REXNAM,-0.21079,-0.07865,592.200297
XUPLID,-0.18755,-0.09029,618.071862
KINLEY,-0.17535,-0.08322,272.514462
CIBLUV,-0.15102,-0.05353,339.290293
QUCBAR,-0.18187,-0.0836,232.917488
ZAPCEY,-0.17912,-0.07834,410.382486
POPXUN,-0.21886,-0.10849,581.450418
OLUZUQ,-0.20298,-0.06416,507.998337
XACREY,-0.18724,-0.08135,311.363933
RUKBAA,-0.15945,-0.07426,426.33454
FIBYUL,-0.20748,-0.06974,697.352781
GOBKIT,-0.20348,-0.08895,336.834191
ENUGEB,-0.15877,-0.09188,688.237857
DOGGAJ,-0.1981,-0.11949,507.219641
ZELDOL,-0.20672,-0.0843,368.687139
OCUKOO,-0.2002,-0.1136,298.643952
AROJEW,-0.23181,-0.10513,425.992827
TARVEO,-0.178,-0.01933,289.973762
GANRUJ,-0.18123,-0.09097,228.318851
JUXREZ,-0.20776,-0.10441,226.340492
WOFXIZ,-0.18504,-0.07298,582.397476
YUVDAW,-0.17938,-0.06007,400.04239
BAQTEU,-0.17491,-0.06145,384.707944
ITOGEF,-0.14687,-0.08599,695.183973
XILDIG,-0.20665,-0.07695,344.950041
TIFCES,-0.20666,-0.09556,310.935901
OCUKUS,-0.18998,-0.08355,459.473126
OFILIZ,-0.21363,-0.07569,514.278088
KIVRUE,-0.1854,-0.06876,443.748386
YAXVAV,-0.17791,-0.04358,246.129571
UFUCUU,-0.08064,0.03464,321.480212
COTQUX,-0.16761,-0.10335,793.886308
ABERUW,-0.17988,-0.0693,615.40185
RUNHIR,-0.19975,-0.09096,311.307008
KOCLOF,-0.20102,-0.11077,484.709671
PAPWAF,-0.21826,-0.0133,346.611655
QOLPAI,-0.17617,-0.04793,239.661537
TEBWED,-0.21885,-0.16197,369.768158
BINJEO,-0.21316,-0.08049,505.608767
WOYMOM,-0.18698,-0.07379,292.439017
UMEHID,-0.20529,-0.09902,414.009605
SIGNON,-0.15378,-0.07687,652.236788
KOVJOW,-0.17517,-0.02551,566.210756
GEQLAQ,-0.12685,-0.01237,232.845905
POZSIG,-0.19004,-0.08584,530.061239
ICERUD,-0.2064,-0.08566,479.80354
NILSAD,-0.20577,-0.12316,427.15169
VASJOO,-0.14297,-0.04849,226.78646
BAYFIR,-0.18117,-0.08526,328.302021
AHIXUL,-0.17603,-0.06884,358.757094
SIGMEC,-0.15413,-0.05335,459.120105
ETAVEA,-0.1763,-0.05401,490.754967
BOJKEQ,-0.17029,-0.02492,808.664412
NARMID,-0.21103,-0.08852,644.202289
TIDQAY,-0.20166,-0.0789,270.334141
YIVYUY,-0.19145,-0.09122,457.89995
GUYYEE,-0.2145,-0.10924,797.942007
GUHYEN,-0.18288,-0.05071,349.512364
JARNAS,-0.21915,-0.09704,168.039747
JUKHOO,-0.18943,-0.06401,217.659062
TALRIH,-0.18788,-0.06567,237.466679
RUKBEE,-0.15936,-0.07425,426.337544
BIQPOI,-0.17837,-0.05608,393.946389
ICEFUS,-0.20243,-0.08314,485.287145
ULOCON,-0.16112,-0.04484,568.355196
ASARUI,-0.14129,-0.06463,484.427092
CIBMOQ,-0.22676,-0.06611,559.157188
FIFPEQ,-0.19183,-0.04579,341.834694
NEJMIY,-0.14624,-0.05544,492.13455
PALRUQ,-0.21892,-0.09909,448.955818
GANCAC,-0.20901,-0.04474,356.1468
MUQKOY,-0.18196,-0.08971,366.747832
BODRER,-0.21727,-0.09857,210.113143
JUCQED,-0.18248,-0.05926,733.576157
FADTAF,-0.16248,-0.15508,235.902509
TEQNIM,-0.16358,-0.05332,276.744675
KETVAH,-0.13665,-0.06466,428.892087
UPOJUF,-0.18088,-0.06167,457.549483
EJUROR,-0.18883,-0.0624,593.707212
DAGNEH,-0.17743,-0.07433,453.028139
WEPRAM,-0.21312,-0.09058,318.906893
CAMZEX,-0.1674,-0.07071,531.901799
LIMJOH,-0.20594,-0.11418,390.716947
UVIWON,-0.17066,-0.05631,477.856266
HOHGEQ,-0.17927,-0.0667,408.649756
UHEKAT,-0.20739,-0.07194,387.598196
JEDGOR,-0.19204,-0.06984,274.157612
SIFGUL,-0.1833,-0.06471,676.310192
NONTAL,-0.2408,-0.09824,336.861567
RIYYOQ,-0.19528,-0.09581,513.947499
VETGAE,-0.19587,-0.10631,227.121947
BAMQOW,-0.18073,-0.06151,261.040609
XUWSIT,-0.1825,-0.05041,333.474009
WIMROZ,-0.12675,-0.07919,360.621798
WAJFIX,-0.18038,-0.08363,342.404315
VEGJAT,-0.19508,-0.04878,508.00022
RIJPIM,-0.21909,-0.05019,568.804858
YUSVUD,-0.18591,-0.04454,267.83077
GOBJOY,-0.23426,-0.10825,212.449384
XOGQAM,-0.15872,-0.05067,295.214832
GIZCEZ,-0.1606,-0.05036,351.267769
EHIKOV,-0.23484,-0.11921,321.92321
OCOWUZ,-0.2115,-0.09847,315.73781
XIXVOR,-0.21114,-0.10927,532.142152
JINPAY,-0.16866,-0.04756,500.455402
DUFVIL,-0.20223,-0.07623,346.918088
KITZOE,-0.19264,-0.08305,1000.446954
ZUNVUZ,-0.23273,-0.11393,293.333074
XIKGEE,-0.18964,-0.10551,252.131157
FOKRAZ,-0.18218,-0.07008,344.681461
LINZUD,-0.17876,-0.05142,761.000706
LUWYOR,-0.19984,-0.09464,288.193807
DARCIK,-0.17384,-0.09878,355.458895
OFAQUK,-0.19396,-0.07189,410.62532
UBOHOI,-0.19555,-0.0344,504.096977
KIMPEE,-0.19099,-0.06717,232.938436
DONBOY,-0.18496,-0.0593,544.302245
IREYAF,-0.18561,-0.05796,267.114478
JETNEC,-0.16657,-0.08737,349.235624
WUGSUN,-0.20173,-0.04958,487.22159
MAJHUA,-0.20542,-0.06669,250.744637
PAFZUS,-0.18327,-0.07715,444.295886
IKIQUP,-0.19813,-0.07705,412.426108
SERTUE,-0.18973,-0.08864,378.852327
KAJYOK,-0.20834,-0.08111,338.890009
GARTUQ,-0.18454,-0.0523,500.852297
GIPKEW,-0.17587,-0.05059,298.768297
CUBZOQ,-0.17432,-0.03843,500.036289
ZOWYER,-0.16159,-0.04709,250.631414
GAZQUW,-0.16965,-0.01652,345.208956
KADMEI,-0.20259,-0.10509,543.432258
EHEQIT,-0.17928,-0.04829,322.419375
NAQKIZ,-0.20303,-0.07155,472.333152
SOWNEY,-0.22211,-0.06085,418.579637
IGUDIX,-0.22004,-0.07977,187.062253
XECCIR,-0.21266,-0.06588,667.858289
LOSTOC,-0.19392,-0.0484,300.86687
CEQWIG,-0.20737,-0.09912,416.142443
USUQAB,-0.18757,-0.04872,395.431945
GEWKUQ,-0.17956,-0.02684,464.042286
LERBUF,-0.21286,-0.20222,311.942933
VECKUL,-0.19185,-0.07444,435.008375
FACHIB,-0.1953,-0.09003,213.732255
NISFOK,-0.20075,-0.08383,353.128757
PEWKIN,-0.15028,-0.05922,392.462224
JIXYAR,-0.21204,-0.08306,370.924463
SEKCUG,-0.16161,-0.06142,402.334722
SEBHOY,-0.25857,-0.06471,388.969864
OVINUD,-0.15921,-0.06098,458.857352
WUZDOK,-0.22792,-0.11964,365.123372
YEKSUC,-0.2013,-0.0779,353.801915
MESMUV,-0.17136,-0.03914,580.157538
LEGQOE,-0.22312,-0.07245,426.771073
QELWIQ,-0.16386,-0.05512,363.882089
FIVXUE,-0.18825,-0.08046,375.342619
NIWCEE,-0.17691,-0.08326,672.112123
CIHGIL,-0.17505,-0.08488,368.608778
CESPAT,-0.18828,-0.04681,503.338421
CAYTEC,-0.1733,-0.07612,309.306753
FOTFIE,-0.21634,-0.11253,281.911994
VAZBEF,-0.23833,-0.06509,646.659041
OBOKAS,-0.20848,-0.07245,271.955276
MOFMEA,-0.1947,-0.05143,471.305564
XEDMAV,-0.09458,0.02318,383.980933
AJEBEY,-0.17414,-0.0913,447.107666
SUNRUQ,-0.16275,-0.06923,253.065445
RAWYIY,-0.14708,-0.0638,502.032032
MENCTI,-0.207,-0.09909,257.774871
TISHUB,-0.18097,-0.04001,529.400419
CIGCUS,-0.19132,-0.05692,219.776986
TERHII,-0.16797,-0.0396,388.919132
ATIDEM,-0.19209,-0.05282,414.618789
XOVFAP,-0.25068,-0.05468,215.199572
UCIYEL,-0.20077,-0.02836,287.618313
ZAKNII,-0.15905,-0.04764,319.202527
JUWSOJ,-0.19181,-0.10418,203.483842
LILGUJ,-0.1904,-0.06789,444.513746
WABVUQ,-0.14127,-0.03357,395.91308
GUBTUS,-0.21605,-0.09973,496.15952
IGOBUB,-0.18265,-0.06084,515.89048
MITTUE,-0.20244,-0.08466,478.707982
APODAM,-0.17463,-0.03543,362.807624
AGAZIU,-0.17449,-0.04834,231.623999
SAWHEG,-0.19981,-0.09554,356.554098
VUVXEQ,-0.16584,-0.08327,694.33486
EGUMUP,-0.20741,-0.06314,270.585524
WOBTAJ,-0.16618,-0.07443,547.850314
FUDHIW,-0.17262,-0.07474,426.969219
NADNIS,-0.17415,-0.06579,458.82335
VOZKAY,-0.19093,-0.09647,533.237596
FAKGEE,-0.17859,-0.06056,430.809938
LEMSEC,-0.16284,-0.08472,314.672606
SAHWII,-0.30322,-0.19381,211.567211
QOBWEM,-0.17588,-0.0917,497.534424
YATBUQ,-0.19093,-0.10017,351.856333
QIGLOJ,-0.16579,-0.05364,333.677567
PADRIV,-0.20942,-0.07046,270.387512
YACXEF,-0.19792,-0.07683,655.695553
VEDQIG,-0.17024,-0.05645,479.919592
IYITEP,-0.18552,-0.08049,605.8568
PEXRER,-0.16536,-0.05169,422.101735
MITSEN,-0.16642,-0.05084,516.949764
